Date,City,Product_Category,Product,Quantity,Product_Price
15-01-2026,Jaipur,Dairy Products,Dahi,112,45
22-01-2026,Hyderabad,Dairy Products,Kharwas,35,75
22-01-2026,Hyderabad,Dairy Products,Kharwas,55,75
27-01-2026,Hyderabad,Nutrition Rich Milk,Raw Cow Milk,104,50
09-02-2026,Pune,Dairy Products,A2 Gir Cow Paneer,36,195
19-01-2026,Delhi NCR,Nutrition Rich Milk,A2 Cow Milk,63,55
19-02-2026,Pune,Dairy Products,Kharwas,22,75
22-02-2026,Mumbai,Dairy Products,A2 Gir Cow Paneer,62,195
13-02-2026,Mumbai,Dairy Products,Dahi,65,45
03-02-2026,Hyderabad,Dairy Products,Chocolate Milk,8,90
03-01-2026,Pune,Ghee,A2 Gir Cow Ghee,39,1000
12-01-2026,Delhi NCR,Dairy Products,Cow Milk Paneer,73,100
15-02-2026,Pune,Dairy Products,A2 Gir Cow Paneer,37,195
14-01-2026,Hyderabad,High Protein Milk,Milk 250 ML Pouch,106,75
01-03-2026,Pune,Ghee,Cultured Cow Ghee,110,500
18-01-2026,Jaipur,Dairy Products,Kharwas,40,75
02-03-2026,Mumbai,Dairy Products,Chocolate Milk,17,90
19-01-2026,Jaipur,Nutrition Rich Milk,Homogenised A2 Cow Milk,48,55
01-01-2026,Hyderabad,Ghee,A2 Gir Cow Ghee,110,1000
26-02-2026,Jaipur,Nutrition Rich Milk,Raw Cow Milk,16,50
13-01-2026,Hyderabad,Dairy Products,Chocolate Milk,12,90
21-01-2026,Hyderabad,Nutrition Rich Milk,A2 Cow Milk,10,55
25-02-2026,Pune,Dairy Products,Kharwas,27,75
09-02-2026,Pune,High Protein Milk,Chickoo Milk,76,120
13-01-2026,Pune,Nutrition Rich Milk,Pasteurized Buffalo Milk,100,55
27-01-2026,Pune,Ghee,Cultured Cow Ghee,9,500
05-02-2026,Pune,Nutrition Rich Milk,A2 Cow Milk,80,55
13-01-2026,Delhi NCR,Nutrition Rich Milk,Pasteurized Buffalo Milk,83,55
11-01-2026,Mumbai,Nutrition Rich Milk,Raw Cow Milk,18,50
12-02-2026,Mumbai,High Protein Milk,Coffee,104,90
18-02-2026,Mumbai,Dairy Products,Chocolate Milk,40,90
08-02-2026,Jaipur,High Protein Milk,Matcha,11,125
14-01-2026,Mumbai,Dairy Products,Cow Milk Paneer,87,100
16-02-2026,Delhi NCR,Nutrition Rich Milk,Homogenised A2 Cow Milk,115,55
26-01-2026,Hyderabad,Dairy Products,Dahi,19,45
10-01-2026,Pune,Ghee,Buffalo Ghee,16,500
19-02-2026,Hyderabad,Ghee,Cultured Cow Ghee,63,500
11-01-2026,Hyderabad,Ghee,Cultured Cow Ghee,42,500
11-02-2026,Pune,Nutrition Rich Milk,Homogenised A2 Cow Milk,10,55
26-02-2026,Mumbai,Ghee,Buffalo Ghee,85,500
23-01-2026,Jaipur,Dairy Products,Door Bag,61,250
11-02-2026,Pune,High Protein Milk,Milk 0.5L,27,120
08-02-2026,Pune,Dairy Products,Cow Milk Paneer,98,100
15-02-2026,Pune,Nutrition Rich Milk,Pasteurized Buffalo Milk,93,55
08-01-2026,Jaipur,Nutrition Rich Milk,Homogenised Cow Milk,94,50
21-01-2026,Hyderabad,High Protein Milk,Cacao Milk,104,120
01-01-2026,Pune,Nutrition Rich Milk,Raw Cow Milk,78,50
20-01-2026,Pune,Dairy Products,Cow Milk Paneer,116,100
29-01-2026,Pune,Nutrition Rich Milk,Lactose Free Milk,14,75
27-01-2026,Mumbai,Dairy Products,Chocolate Milk,99,90
26-02-2026,Hyderabad,Nutrition Rich Milk,A2 Cow Milk,12,55
27-01-2026,Hyderabad,Nutrition Rich Milk,Homogenised Cow Milk,99,50
14-02-2026,Jaipur,High Protein Milk,Chickoo Milk,49,120
20-01-2026,Pune,Nutrition Rich Milk,A2 Cow Milk,72,55
21-01-2026,Delhi NCR,Ghee,Buffalo Ghee,113,500
30-01-2026,Delhi NCR,High Protein Milk,Milk 0.5L,79,120
07-01-2026,Delhi NCR,Ghee,Buffalo Ghee,111,500
20-02-2026,Delhi NCR,Dairy Products,A2 Gir Cow Paneer,32,195
04-01-2026,Delhi NCR,High Protein Milk,Coffee,41,90
06-01-2026,Jaipur,Ghee,A2 Gir Cow Ghee,83,1000
02-01-2026,Delhi NCR,High Protein Milk,Milk,59,75
08-01-2026,Mumbai,Nutrition Rich Milk,Lactose Free Milk,89,75
26-02-2026,Delhi NCR,Ghee,Buffalo Ghee,113,500
01-02-2026,Mumbai,Dairy Products,Chocolate Milk,7,90
02-02-2026,Pune,High Protein Milk,Milk,85,75
14-01-2026,Pune,High Protein Milk,Kesar Elaichi,31,100
09-01-2026,Jaipur,Nutrition Rich Milk,Homogenised Cow Milk,66,50
24-02-2026,Delhi NCR,Ghee,A2 Gir Cow Ghee,55,1000
07-01-2026,Jaipur,Nutrition Rich Milk,Lactose Free Milk,98,75
01-02-2026,Pune,Nutrition Rich Milk,A2 Cow Milk,57,55
26-02-2026,Pune,Ghee,Buffalo Ghee,51,500
27-02-2026,Pune,Ghee,Buffalo Ghee,109,500
16-01-2026,Mumbai,Nutrition Rich Milk,Homogenised A2 Cow Milk,7,55
14-02-2026,Delhi NCR,Dairy Products,Chocolate Milk,86,90
19-01-2026,Mumbai,Nutrition Rich Milk,Raw Cow Milk,21,50
20-01-2026,Pune,Nutrition Rich Milk,Homogenised A2 Cow Milk,95,55
15-02-2026,Jaipur,Dairy Products,Door Bag,10,250
04-01-2026,Jaipur,High Protein Milk,Milk 250 ML Pouch,10,75
26-01-2026,Jaipur,Dairy Products,Chocolate Milk,29,90
12-01-2026,Pune,High Protein Milk,Mango Milk,44,130
20-01-2026,Mumbai,Nutrition Rich Milk,Lactose Free Milk,20,75
17-02-2026,Delhi NCR,Nutrition Rich Milk,Homogenised A2 Cow Milk,44,55
26-02-2026,Pune,Dairy Products,Chocolate Milk,35,90
01-02-2026,Jaipur,Ghee,Cultured Cow Ghee,33,500
04-01-2026,Delhi NCR,Dairy Products,Dahi,11,45
06-02-2026,Pune,Dairy Products,Kharwas,86,75
08-02-2026,Delhi NCR,Nutrition Rich Milk,Homogenised Cow Milk,99,50
23-02-2026,Pune,Dairy Products,A2 Gir Cow Paneer,28,195
15-02-2026,Delhi NCR,Nutrition Rich Milk,Pasteurized Buffalo Milk,29,55
19-02-2026,Pune,Dairy Products,Kharwas,44,75
07-02-2026,Hyderabad,Dairy Products,Chocolate Milk,76,90
11-01-2026,Hyderabad,Dairy Products,A2 Gir Cow Paneer,87,195
25-01-2026,Mumbai,Nutrition Rich Milk,Homogenised Cow Milk,57,50
16-01-2026,Delhi NCR,Dairy Products,Cow Milk Paneer,95,100
04-02-2026,Pune,High Protein Milk,Milk 0.5L,25,120
14-01-2026,Pune,High Protein Milk,Chickoo Milk,42,120
31-01-2026,Delhi NCR,High Protein Milk,Mango Milk,87,130
24-02-2026,Jaipur,Dairy Products,Cow Milk Paneer,50,100
10-01-2026,Mumbai,Ghee,Buffalo Ghee,118,500
04-01-2026,Mumbai,Dairy Products,Kharwas,34,75
15-01-2026,Hyderabad,High Protein Milk,Matcha,50,125
07-02-2026,Jaipur,Nutrition Rich Milk,Pasteurized Buffalo Milk,93,55
16-01-2026,Mumbai,Nutrition Rich Milk,Homogenised Cow Milk,66,50
29-01-2026,Delhi NCR,Ghee,Cultured Cow Ghee,46,500
02-03-2026,Mumbai,Nutrition Rich Milk,Homogenised A2 Cow Milk,98,55
28-02-2026,Pune,Nutrition Rich Milk,Raw Cow Milk,72,50
18-01-2026,Delhi NCR,Ghee,Buffalo Ghee,113,500
23-01-2026,Hyderabad,Ghee,Buffalo Ghee,112,500
16-02-2026,Pune,Ghee,Cultured Cow Ghee,82,500
29-01-2026,Jaipur,Dairy Products,Dahi,81,45
01-01-2026,Jaipur,Nutrition Rich Milk,Homogenised A2 Cow Milk,94,55
01-02-2026,Jaipur,Ghee,Cultured Cow Ghee,95,500
30-01-2026,Delhi NCR,Ghee,A2 Gir Cow Ghee,21,1000
18-02-2026,Jaipur,High Protein Milk,Milk,49,75
27-01-2026,Mumbai,Dairy Products,Dahi,46,45
03-01-2026,Mumbai,Ghee,Buffalo Ghee,99,500
24-02-2026,Jaipur,Ghee,Buffalo Ghee,55,500
02-01-2026,Pune,Ghee,Cultured Cow Ghee,92,500
13-01-2026,Hyderabad,Ghee,Cultured Cow Ghee,94,500
22-02-2026,Jaipur,High Protein Milk,Milk 0.5L,65,120
12-01-2026,Pune,Ghee,A2 Gir Cow Ghee,29,1000
01-02-2026,Mumbai,High Protein Milk,Mango Milk,115,130
22-02-2026,Mumbai,Nutrition Rich Milk,Homogenised Cow Milk,76,50
02-02-2026,Jaipur,Nutrition Rich Milk,A2 Cow Milk,54,55
27-02-2026,Mumbai,Ghee,Buffalo Ghee,88,500
08-01-2026,Mumbai,Nutrition Rich Milk,Raw Cow Milk,5,50
06-01-2026,Hyderabad,Dairy Products,A2 Gir Cow Paneer,115,195
13-01-2026,Pune,Dairy Products,Cow Milk Paneer,94,100
30-01-2026,Hyderabad,Ghee,A2 Gir Cow Ghee,104,1000
10-02-2026,Pune,Nutrition Rich Milk,Lactose Free Milk,80,75
21-02-2026,Delhi NCR,Dairy Products,Chocolate Milk,106,90
18-01-2026,Delhi NCR,Ghee,Buffalo Ghee,29,500
20-02-2026,Jaipur,Ghee,Cultured Cow Ghee,18,500
16-01-2026,Mumbai,Ghee,Buffalo Ghee,116,500
31-01-2026,Jaipur,Dairy Products,Dahi,94,45
26-01-2026,Mumbai,Ghee,Cultured Cow Ghee,62,500
18-01-2026,Pune,Dairy Products,Chocolate Milk,112,90
26-02-2026,Hyderabad,Ghee,A2 Gir Cow Ghee,112,1000
15-01-2026,Mumbai,Dairy Products,Cow Milk Paneer,43,100
31-01-2026,Jaipur,Nutrition Rich Milk,Lactose Free Milk,26,75
17-02-2026,Mumbai,Nutrition Rich Milk,Homogenised Cow Milk,116,50
21-01-2026,Jaipur,Ghee,Cultured Cow Ghee,71,500
27-01-2026,Mumbai,Ghee,Cultured Cow Ghee,91,500
15-01-2026,Pune,Dairy Products,Door Bag,45,250
20-02-2026,Mumbai,Dairy Products,A2 Gir Cow Paneer,107,195
06-02-2026,Mumbai,Nutrition Rich Milk,Raw Cow Milk,76,50
19-01-2026,Mumbai,Ghee,Buffalo Ghee,45,500
26-02-2026,Mumbai,Dairy Products,Door Bag,41,250
14-01-2026,Delhi NCR,Ghee,Buffalo Ghee,118,500
24-01-2026,Mumbai,Nutrition Rich Milk,Homogenised Cow Milk,101,50
23-02-2026,Hyderabad,High Protein Milk,Milk,58,75
10-02-2026,Mumbai,Ghee,Cultured Cow Ghee,90,500
08-02-2026,Delhi NCR,Ghee,Cultured Cow Ghee,75,500
14-02-2026,Mumbai,Ghee,Buffalo Ghee,78,500
06-01-2026,Hyderabad,Nutrition Rich Milk,Raw Cow Milk,26,50
01-03-2026,Delhi NCR,Ghee,Buffalo Ghee,98,500
17-02-2026,Hyderabad,Dairy Products,Cow Milk Paneer,6,100
19-01-2026,Mumbai,Nutrition Rich Milk,Homogenised Cow Milk,62,50
01-02-2026,Mumbai,Ghee,Cultured Cow Ghee,31,500
24-01-2026,Pune,Dairy Products,Door Bag,68,250
17-01-2026,Delhi NCR,Dairy Products,Dahi,67,45
26-01-2026,Delhi NCR,High Protein Milk,Kesar Elaichi,76,100
16-01-2026,Delhi NCR,Dairy Products,Cow Milk Paneer,100,100
07-01-2026,Jaipur,Ghee,Buffalo Ghee,42,500
02-02-2026,Jaipur,High Protein Milk,Milk 0.5L,9,120
03-02-2026,Delhi NCR,Dairy Products,Door Bag,64,250
27-01-2026,Jaipur,Dairy Products,Cow Milk Paneer,57,100
16-02-2026,Delhi NCR,Ghee,Cultured Cow Ghee,53,500
02-03-2026,Hyderabad,Nutrition Rich Milk,Homogenised Cow Milk,30,50
15-02-2026,Jaipur,Nutrition Rich Milk,Homogenised Cow Milk,82,50
09-02-2026,Jaipur,Dairy Products,A2 Gir Cow Paneer,79,195
14-01-2026,Mumbai,Nutrition Rich Milk,Lactose Free Milk,61,75
02-02-2026,Delhi NCR,Dairy Products,A2 Gir Cow Paneer,93,195
04-02-2026,Jaipur,Ghee,A2 Gir Cow Ghee,93,1000
16-01-2026,Mumbai,Ghee,A2 Gir Cow Ghee,97,1000
04-02-2026,Mumbai,Nutrition Rich Milk,Lactose Free Milk,13,75
28-02-2026,Mumbai,Ghee,Cultured Cow Ghee,70,500
10-02-2026,Pune,Nutrition Rich Milk,Homogenised Cow Milk,52,50
06-02-2026,Jaipur,Ghee,Cultured Cow Ghee,43,500
24-02-2026,Hyderabad,Ghee,Cultured Cow Ghee,25,500
17-02-2026,Delhi NCR,Ghee,A2 Gir Cow Ghee,74,1000
04-01-2026,Pune,Nutrition Rich Milk,Pasteurized Buffalo Milk,105,55
11-02-2026,Hyderabad,High Protein Milk,Chickoo Milk,115,120
06-01-2026,Mumbai,Nutrition Rich Milk,A2 Cow Milk,95,55
25-02-2026,Mumbai,Dairy Products,Door Bag,61,250
15-01-2026,Mumbai,Dairy Products,Kharwas,56,75
09-01-2026,Jaipur,High Protein Milk,Milk 250 ML Pouch,112,75
24-02-2026,Pune,High Protein Milk,Cacao Milk,43,120
16-02-2026,Mumbai,High Protein Milk,Kesar Elaichi,63,100
23-01-2026,Delhi NCR,Nutrition Rich Milk,Homogenised A2 Cow Milk,51,55
06-02-2026,Jaipur,Ghee,Buffalo Ghee,78,500
06-02-2026,Hyderabad,Dairy Products,Cow Milk Paneer,86,100
25-02-2026,Pune,Ghee,Buffalo Ghee,38,500
06-02-2026,Mumbai,Ghee,Buffalo Ghee,68,500
22-02-2026,Jaipur,Ghee,Buffalo Ghee,105,500
08-02-2026,Pune,Nutrition Rich Milk,Raw Cow Milk,97,50
26-02-2026,Delhi NCR,High Protein Milk,Cacao Milk,87,120
07-01-2026,Hyderabad,High Protein Milk,Milk,109,75
02-02-2026,Mumbai,Nutrition Rich Milk,Raw Cow Milk,50,50
27-01-2026,Jaipur,Dairy Products,Chocolate Milk,48,90
16-01-2026,Pune,Ghee,A2 Gir Cow Ghee,37,1000
18-01-2026,Hyderabad,Dairy Products,Chocolate Milk,94,90
04-02-2026,Hyderabad,Nutrition Rich Milk,A2 Cow Milk,67,55
11-01-2026,Hyderabad,Dairy Products,Chocolate Milk,78,90
11-02-2026,Mumbai,Nutrition Rich Milk,A2 Cow Milk,42,55
17-01-2026,Pune,High Protein Milk,Chickoo Milk,95,120
06-02-2026,Jaipur,Dairy Products,Door Bag,41,250
02-03-2026,Mumbai,Dairy Products,Dahi,29,45
11-02-2026,Jaipur,High Protein Milk,Chickoo Milk,96,120
15-01-2026,Delhi NCR,High Protein Milk,Milk,119,75
15-02-2026,Mumbai,Ghee,Cultured Cow Ghee,89,500
26-02-2026,Hyderabad,High Protein Milk,Kesar Elaichi,109,100
05-01-2026,Hyderabad,Dairy Products,Dahi,26,45
05-02-2026,Delhi NCR,Nutrition Rich Milk,A2 Cow Milk,97,55
13-02-2026,Delhi NCR,High Protein Milk,Kesar Elaichi,41,100
10-01-2026,Delhi NCR,Nutrition Rich Milk,Lactose Free Milk,110,75
25-01-2026,Hyderabad,High Protein Milk,Chickoo Milk,7,120
07-01-2026,Jaipur,Nutrition Rich Milk,Homogenised A2 Cow Milk,94,55
14-01-2026,Delhi NCR,Ghee,Cultured Cow Ghee,60,500
15-01-2026,Pune,High Protein Milk,Milk 250 ML Pouch,49,75
03-02-2026,Delhi NCR,Dairy Products,Cow Milk Paneer,66,100
19-01-2026,Hyderabad,Nutrition Rich Milk,Homogenised Cow Milk,92,50
22-01-2026,Pune,Nutrition Rich Milk,Pasteurized Buffalo Milk,37,55
05-02-2026,Delhi NCR,Nutrition Rich Milk,A2 Cow Milk,114,55
26-02-2026,Jaipur,Ghee,Cultured Cow Ghee,65,500
25-01-2026,Delhi NCR,Ghee,A2 Gir Cow Ghee,75,1000
10-01-2026,Hyderabad,Dairy Products,Chocolate Milk,45,90
03-01-2026,Jaipur,Nutrition Rich Milk,Homogenised Cow Milk,46,50
21-02-2026,Mumbai,Dairy Products,Cow Milk Paneer,95,100
23-02-2026,Mumbai,Nutrition Rich Milk,Raw Cow Milk,117,50
14-01-2026,Jaipur,High Protein Milk,Coffee,8,90
25-02-2026,Hyderabad,Dairy Products,A2 Gir Cow Paneer,44,195
20-02-2026,Hyderabad,Dairy Products,Chocolate Milk,51,90
26-02-2026,Delhi NCR,High Protein Milk,Coffee,54,90
30-01-2026,Delhi NCR,Nutrition Rich Milk,Homogenised Cow Milk,63,50
10-01-2026,Mumbai,Nutrition Rich Milk,Homogenised A2 Cow Milk,88,55
17-01-2026,Jaipur,High Protein Milk,Coffee,59,90
18-01-2026,Pune,Dairy Products,Kharwas,14,75
29-01-2026,Delhi NCR,Nutrition Rich Milk,Homogenised A2 Cow Milk,114,55
28-01-2026,Mumbai,Nutrition Rich Milk,Homogenised Cow Milk,93,50
14-01-2026,Jaipur,High Protein Milk,Coffee,32,90
18-01-2026,Mumbai,Dairy Products,Kharwas,33,75
13-02-2026,Mumbai,Ghee,Buffalo Ghee,103,500
26-01-2026,Pune,Ghee,Buffalo Ghee,88,500
28-02-2026,Delhi NCR,High Protein Milk,Chickoo Milk,83,120
12-01-2026,Hyderabad,High Protein Milk,Cacao Milk,84,120
08-01-2026,Hyderabad,Ghee,A2 Gir Cow Ghee,7,1000
19-01-2026,Hyderabad,Dairy Products,A2 Gir Cow Paneer,22,195
21-01-2026,Pune,Nutrition Rich Milk,A2 Cow Milk,39,55
09-02-2026,Pune,Ghee,Buffalo Ghee,19,500
01-02-2026,Jaipur,High Protein Milk,Chickoo Milk,46,120
06-01-2026,Jaipur,Ghee,A2 Gir Cow Ghee,23,1000
15-01-2026,Mumbai,Ghee,Buffalo Ghee,23,500
19-01-2026,Delhi NCR,Dairy Products,Cow Milk Paneer,21,100
20-02-2026,Hyderabad,Nutrition Rich Milk,Homogenised Cow Milk,91,50
17-01-2026,Mumbai,Dairy Products,A2 Gir Cow Paneer,41,195
27-02-2026,Pune,High Protein Milk,Kesar Elaichi,10,100
27-01-2026,Jaipur,High Protein Milk,Kesar Elaichi,50,100
27-02-2026,Jaipur,Dairy Products,Kharwas,55,75
23-02-2026,Pune,Nutrition Rich Milk,Lactose Free Milk,42,75
03-01-2026,Delhi NCR,Ghee,Cultured Cow Ghee,14,500
17-02-2026,Hyderabad,Dairy Products,A2 Gir Cow Paneer,18,195
14-01-2026,Jaipur,High Protein Milk,Milk 250 ML Pouch,75,75
18-02-2026,Hyderabad,Ghee,A2 Gir Cow Ghee,39,1000
18-01-2026,Mumbai,Ghee,Buffalo Ghee,76,500
22-02-2026,Pune,Nutrition Rich Milk,Homogenised A2 Cow Milk,48,55
13-02-2026,Mumbai,High Protein Milk,Kesar Elaichi,101,100
09-01-2026,Jaipur,High Protein Milk,Kesar Elaichi,64,100
15-01-2026,Jaipur,High Protein Milk,Milk,22,75
09-01-2026,Pune,Nutrition Rich Milk,Homogenised Cow Milk,44,50
05-01-2026,Delhi NCR,Dairy Products,Door Bag,65,250
31-01-2026,Delhi NCR,High Protein Milk,Kesar Elaichi,85,100
14-01-2026,Jaipur,Nutrition Rich Milk,Homogenised Cow Milk,108,50
16-02-2026,Mumbai,Nutrition Rich Milk,Homogenised A2 Cow Milk,29,55
05-01-2026,Delhi NCR,Nutrition Rich Milk,Homogenised Cow Milk,88,50
05-01-2026,Delhi NCR,High Protein Milk,Mango Milk,45,130
13-02-2026,Pune,High Protein Milk,Milk 250 ML Pouch,106,75
08-01-2026,Jaipur,Ghee,A2 Gir Cow Ghee,57,1000
07-01-2026,Hyderabad,Ghee,Cultured Cow Ghee,77,500
10-02-2026,Jaipur,High Protein Milk,Milk 250 ML Pouch,41,75
13-02-2026,Pune,Nutrition Rich Milk,Homogenised Cow Milk,13,50
15-02-2026,Jaipur,High Protein Milk,Cacao Milk,21,120
13-02-2026,Hyderabad,Ghee,Buffalo Ghee,76,500
24-01-2026,Pune,Nutrition Rich Milk,Pasteurized Buffalo Milk,106,55
28-02-2026,Delhi NCR,Dairy Products,A2 Gir Cow Paneer,109,195
13-02-2026,Jaipur,Dairy Products,Chocolate Milk,29,90
05-02-2026,Hyderabad,Dairy Products,A2 Gir Cow Paneer,66,195
11-01-2026,Pune,Nutrition Rich Milk,Raw Cow Milk,33,50
08-01-2026,Mumbai,Dairy Products,Chocolate Milk,82,90
11-02-2026,Delhi NCR,High Protein Milk,Coffee,111,90
18-01-2026,Jaipur,Nutrition Rich Milk,A2 Cow Milk,88,55
19-01-2026,Delhi NCR,Ghee,Buffalo Ghee,71,500
26-01-2026,Hyderabad,Ghee,Buffalo Ghee,83,500
15-02-2026,Mumbai,High Protein Milk,Cacao Milk,73,120
15-02-2026,Hyderabad,Ghee,A2 Gir Cow Ghee,113,1000
16-01-2026,Jaipur,Dairy Products,Cow Milk Paneer,119,100
16-01-2026,Pune,Nutrition Rich Milk,Homogenised Cow Milk,106,50
25-01-2026,Jaipur,Ghee,A2 Gir Cow Ghee,54,1000
05-02-2026,Hyderabad,Dairy Products,Chocolate Milk,15,90
27-01-2026,Delhi NCR,Ghee,Cultured Cow Ghee,84,500
16-02-2026,Delhi NCR,Ghee,Cultured Cow Ghee,59,500
15-02-2026,Hyderabad,High Protein Milk,Chickoo Milk,60,120
13-01-2026,Pune,Dairy Products,Cow Milk Paneer,76,100
20-02-2026,Jaipur,High Protein Milk,Matcha,65,125
22-02-2026,Hyderabad,Ghee,Buffalo Ghee,41,500
11-01-2026,Jaipur,Dairy Products,Door Bag,104,250
13-02-2026,Mumbai,Dairy Products,Chocolate Milk,82,90
19-01-2026,Pune,Dairy Products,Chocolate Milk,96,90
21-02-2026,Hyderabad,High Protein Milk,Milk,111,75
02-01-2026,Delhi NCR,Dairy Products,Door Bag,77,250
08-01-2026,Mumbai,Ghee,Cultured Cow Ghee,51,500
25-01-2026,Pune,High Protein Milk,Coffee,108,90
16-01-2026,Hyderabad,Ghee,Cultured Cow Ghee,55,500
20-02-2026,Mumbai,High Protein Milk,Cacao Milk,96,120
28-02-2026,Jaipur,Dairy Products,Cow Milk Paneer,117,100
08-01-2026,Pune,Ghee,A2 Gir Cow Ghee,93,1000
17-01-2026,Delhi NCR,High Protein Milk,Milk 250 ML Pouch,28,75
07-01-2026,Jaipur,Ghee,Buffalo Ghee,9,500
12-02-2026,Jaipur,High Protein Milk,Kesar Elaichi,72,100
15-01-2026,Hyderabad,High Protein Milk,Chickoo Milk,106,120
04-02-2026,Mumbai,Nutrition Rich Milk,Homogenised A2 Cow Milk,84,55
25-02-2026,Delhi NCR,Dairy Products,Door Bag,79,250
07-02-2026,Mumbai,High Protein Milk,Cacao Milk,99,120
26-02-2026,Pune,Nutrition Rich Milk,Lactose Free Milk,66,75
03-01-2026,Jaipur,Dairy Products,Door Bag,16,250
19-01-2026,Mumbai,Dairy Products,Dahi,61,45
05-01-2026,Pune,High Protein Milk,Mango Milk,86,130
12-02-2026,Mumbai,Nutrition Rich Milk,Pasteurized Buffalo Milk,8,55
09-02-2026,Hyderabad,Ghee,Cultured Cow Ghee,62,500
19-02-2026,Hyderabad,High Protein Milk,Milk 0.5L,104,120
09-01-2026,Mumbai,Dairy Products,Kharwas,106,75
17-01-2026,Jaipur,Nutrition Rich Milk,Homogenised A2 Cow Milk,111,55
10-01-2026,Pune,Ghee,Buffalo Ghee,29,500
05-02-2026,Hyderabad,Ghee,A2 Gir Cow Ghee,120,1000
17-01-2026,Hyderabad,Nutrition Rich Milk,A2 Cow Milk,42,55
17-01-2026,Hyderabad,High Protein Milk,Mango Milk,87,130
04-02-2026,Delhi NCR,Dairy Products,Door Bag,91,250
20-02-2026,Delhi NCR,High Protein Milk,Cacao Milk,66,120
07-01-2026,Jaipur,Nutrition Rich Milk,Homogenised A2 Cow Milk,38,55
18-02-2026,Mumbai,Dairy Products,Cow Milk Paneer,55,100
27-02-2026,Hyderabad,Ghee,Buffalo Ghee,13,500
30-01-2026,Mumbai,Dairy Products,A2 Gir Cow Paneer,8,195
17-01-2026,Hyderabad,Nutrition Rich Milk,Homogenised A2 Cow Milk,17,55
09-01-2026,Delhi NCR,Ghee,Buffalo Ghee,87,500
04-01-2026,Hyderabad,High Protein Milk,Milk 250 ML Pouch,66,75
21-02-2026,Jaipur,High Protein Milk,Matcha,88,125
19-01-2026,Delhi NCR,High Protein Milk,Cacao Milk,80,120
02-02-2026,Mumbai,Dairy Products,A2 Gir Cow Paneer,72,195
26-01-2026,Delhi NCR,Nutrition Rich Milk,Homogenised A2 Cow Milk,84,55
28-02-2026,Jaipur,Ghee,Cultured Cow Ghee,21,500
23-02-2026,Jaipur,Nutrition Rich Milk,Homogenised Cow Milk,44,50
05-01-2026,Hyderabad,Dairy Products,Cow Milk Paneer,73,100
24-02-2026,Mumbai,High Protein Milk,Cacao Milk,99,120
03-01-2026,Pune,Ghee,A2 Gir Cow Ghee,85,1000
10-02-2026,Hyderabad,Dairy Products,Door Bag,120,250
02-01-2026,Jaipur,Nutrition Rich Milk,Homogenised Cow Milk,42,50
05-01-2026,Pune,Dairy Products,Door Bag,6,250
27-01-2026,Pune,Dairy Products,Chocolate Milk,21,90
25-01-2026,Jaipur,Ghee,Buffalo Ghee,54,500
01-01-2026,Mumbai,Dairy Products,A2 Gir Cow Paneer,60,195
12-02-2026,Jaipur,High Protein Milk,Milk 250 ML Pouch,93,75
08-01-2026,Jaipur,Ghee,A2 Gir Cow Ghee,110,1000
05-02-2026,Delhi NCR,Dairy Products,Kharwas,51,75
29-01-2026,Delhi NCR,Dairy Products,Dahi,105,45
03-02-2026,Hyderabad,Ghee,Cultured Cow Ghee,101,500
13-01-2026,Jaipur,High Protein Milk,Cacao Milk,114,120
15-02-2026,Mumbai,Nutrition Rich Milk,Pasteurized Buffalo Milk,11,55
17-01-2026,Jaipur,High Protein Milk,Milk 0.5L,84,120
25-01-2026,Mumbai,Nutrition Rich Milk,Lactose Free Milk,41,75
12-01-2026,Jaipur,Dairy Products,A2 Gir Cow Paneer,60,195
06-02-2026,Mumbai,High Protein Milk,Kesar Elaichi,69,100
12-01-2026,Hyderabad,Dairy Products,Kharwas,70,75
23-01-2026,Delhi NCR,Nutrition Rich Milk,Raw Cow Milk,76,50
06-01-2026,Pune,Dairy Products,Kharwas,73,75
13-01-2026,Hyderabad,High Protein Milk,Milk 250 ML Pouch,120,75
24-02-2026,Hyderabad,Dairy Products,A2 Gir Cow Paneer,37,195
21-02-2026,Pune,High Protein Milk,Mango Milk,57,130
13-01-2026,Hyderabad,Ghee,A2 Gir Cow Ghee,45,1000
11-02-2026,Mumbai,Nutrition Rich Milk,Homogenised A2 Cow Milk,34,55
06-02-2026,Mumbai,High Protein Milk,Milk 0.5L,81,120
27-01-2026,Mumbai,Ghee,A2 Gir Cow Ghee,102,1000
30-01-2026,Delhi NCR,Ghee,Cultured Cow Ghee,56,500
26-02-2026,Jaipur,High Protein Milk,Mango Milk,99,130
08-02-2026,Delhi NCR,Nutrition Rich Milk,Homogenised A2 Cow Milk,84,55
23-02-2026,Mumbai,Dairy Products,Dahi,7,45
05-02-2026,Jaipur,Dairy Products,Kharwas,71,75
05-02-2026,Delhi NCR,Ghee,Buffalo Ghee,59,500
30-01-2026,Hyderabad,High Protein Milk,Coffee,28,90
09-01-2026,Pune,High Protein Milk,Matcha,28,125
11-02-2026,Mumbai,Nutrition Rich Milk,Homogenised A2 Cow Milk,26,55
04-01-2026,Jaipur,Dairy Products,Chocolate Milk,56,90
13-02-2026,Jaipur,Ghee,Buffalo Ghee,58,500
17-01-2026,Delhi NCR,High Protein Milk,Matcha,5,125
